attendance,test_score,assignment_submitted,label,name,batch,prediction_result,confidence,risk_percentage,performance_score,probabilities,score_breakdown,strengths,weaknesses,suggestions,category
98.2,92.1,2.8,Strong,Unknown,Unknown,Strong,99.5,0.0,81.72,"{'Weak': 0.0, 'Average': 0.5, 'Strong': 99.5}","{'attendance_contribution': 39.28, 'test_score_contribution': 36.84, 'assignment_submitted_contribution': 5.6}","['Outstanding attendance (>=90%) — excellent commitment.', 'Excellent test scores (>=80) — strong conceptual grasp.']",['Very few assignments submitted (2/10) — critical gap.'],['Submit assignments immediately; this severely affects your overall performance.'],Strong
65.0,58.3,9.4,Strong,Unknown,Unknown,Strong,92.5,0.0,68.12,"{'Weak': 0.0, 'Average': 7.5, 'Strong': 92.5}","{'attendance_contribution': 26.0, 'test_score_contribution': 23.32, 'assignment_submitted_contribution': 18.8}",['Excellent assignment submission (9/10) — highly disciplined.'],"['Below-target attendance (60-74%).', 'Average test score (50-64) — needs improvement.']","['Aim for >=75% attendance to stay on track.', 'Practice past papers and revise weak topics regularly.']",Strong
14.9,66.3,1.2,Average,Unknown,Unknown,Average,99.4,0.6,34.88,"{'Weak': 0.6, 'Average': 99.4, 'Strong': 0.0}","{'attendance_contribution': 5.96, 'test_score_contribution': 26.52, 'assignment_submitted_contribution': 2.4}",['Above-average test performance (65-79).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Very few assignments submitted (1/10) — critical gap.']","['Attend every possible session immediately.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
65.5,28.2,9.3,Average,Unknown,Unknown,Average,99.8,0.0,56.08,"{'Weak': 0.0, 'Average': 99.8, 'Strong': 0.2}","{'attendance_contribution': 26.2, 'test_score_contribution': 11.28, 'assignment_submitted_contribution': 18.6}",['Excellent assignment submission (9/10) — highly disciplined.'],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.']",Average
13.8,82.1,9.6,Average,Unknown,Unknown,Average,99.8,0.1,57.56,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.1}","{'attendance_contribution': 5.52, 'test_score_contribution': 32.84, 'assignment_submitted_contribution': 19.2}","['Excellent test scores (>=80) — strong conceptual grasp.', 'Excellent assignment submission (9/10) — highly disciplined.']",['Critical attendance deficit (<60%) — high risk of falling behind.'],['Attend every possible session immediately.'],Average
89.6,65.6,1.1,Average,Unknown,Unknown,Average,99.0,0.3,64.28,"{'Weak': 0.3, 'Average': 99.0, 'Strong': 0.7}","{'attendance_contribution': 35.84, 'test_score_contribution': 26.24, 'assignment_submitted_contribution': 2.2}","['Good attendance (75-89%) — keep it consistent.', 'Above-average test performance (65-79).']",['Very few assignments submitted (1/10) — critical gap.'],['Submit assignments immediately; this severely affects your overall performance.'],Average
73.9,87.8,7.9,Average,Unknown,Unknown,Average,97.4,0.0,80.48,"{'Weak': 0.0, 'Average': 97.4, 'Strong': 2.6}","{'attendance_contribution': 29.56, 'test_score_contribution': 35.12, 'assignment_submitted_contribution': 15.8}","['Excellent test scores (>=80) — strong conceptual grasp.', 'Good assignment submission rate (7/10).']",['Below-target attendance (60-74%).'],['Aim for >=75% attendance to stay on track.'],Average
25.6,95.4,9.7,Average,Unknown,Unknown,Average,99.0,0.1,67.8,"{'Weak': 0.1, 'Average': 99.0, 'Strong': 0.9}","{'attendance_contribution': 10.24, 'test_score_contribution': 38.16, 'assignment_submitted_contribution': 19.4}","['Excellent test scores (>=80) — strong conceptual grasp.', 'Excellent assignment submission (9/10) — highly disciplined.']",['Critical attendance deficit (<60%) — high risk of falling behind.'],['Attend every possible session immediately.'],Average
18.3,41.3,9.2,Average,Unknown,Unknown,Average,99.2,0.7,42.24,"{'Weak': 0.7, 'Average': 99.2, 'Strong': 0.0}","{'attendance_contribution': 7.32, 'test_score_contribution': 16.52, 'assignment_submitted_contribution': 18.4}",['Excellent assignment submission (9/10) — highly disciplined.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Average
26.5,18.2,9.7,Average,Unknown,Unknown,Average,98.8,1.1,37.28,"{'Weak': 1.1, 'Average': 98.8, 'Strong': 0.0}","{'attendance_contribution': 10.6, 'test_score_contribution': 7.28, 'assignment_submitted_contribution': 19.4}",['Excellent assignment submission (9/10) — highly disciplined.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Average
98.2,30.3,6.0,Average,Unknown,Unknown,Average,99.9,0.1,63.4,"{'Weak': 0.1, 'Average': 99.9, 'Strong': 0.1}","{'attendance_contribution': 39.28, 'test_score_contribution': 12.12, 'assignment_submitted_contribution': 12.0}",['Outstanding attendance (>=90%) — excellent commitment.'],"['Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (6/10) — room to improve.']","['Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
51.3,49.4,1.7,Average,Unknown,Unknown,Average,99.4,0.6,43.68,"{'Weak': 0.6, 'Average': 99.4, 'Strong': 0.0}","{'attendance_contribution': 20.52, 'test_score_contribution': 19.76, 'assignment_submitted_contribution': 3.4}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (1/10) — critical gap.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Average
80.6,95.1,8.6,Strong,Unknown,Unknown,Strong,98.0,0.0,87.48,"{'Weak': 0.0, 'Average': 2.0, 'Strong': 98.0}","{'attendance_contribution': 32.24, 'test_score_contribution': 38.04, 'assignment_submitted_contribution': 17.2}","['Good attendance (75-89%) — keep it consistent.', 'Excellent test scores (>=80) — strong conceptual grasp.', 'Good assignment submission rate (8/10).']",[],['Performing well across all areas — maintain consistency!'],Strong
67.3,44.0,6.5,Average,Unknown,Unknown,Average,99.8,0.1,57.52,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.0}","{'attendance_contribution': 26.92, 'test_score_contribution': 17.6, 'assignment_submitted_contribution': 13.0}",[],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (6/10) — room to improve.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
61.5,79.4,6.5,Average,Unknown,Unknown,Average,95.7,0.1,69.36,"{'Weak': 0.1, 'Average': 95.7, 'Strong': 4.2}","{'attendance_contribution': 24.6, 'test_score_contribution': 31.76, 'assignment_submitted_contribution': 13.0}",['Above-average test performance (65-79).'],"['Below-target attendance (60-74%).', 'Moderate assignment submissions (6/10) — room to improve.']","['Aim for >=75% attendance to stay on track.', 'Submit all remaining assignments; aim for >=8/10.']",Average
23.1,58.6,4.8,Average,Unknown,Unknown,Average,98.5,1.4,42.28,"{'Weak': 1.4, 'Average': 98.5, 'Strong': 0.1}","{'attendance_contribution': 9.24, 'test_score_contribution': 23.44, 'assignment_submitted_contribution': 9.6}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.', 'Low assignment submissions (4/10) — impacting overall score.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
95.1,26.5,6.2,Average,Unknown,Unknown,Average,99.6,0.4,61.04,"{'Weak': 0.4, 'Average': 99.6, 'Strong': 0.0}","{'attendance_contribution': 38.04, 'test_score_contribution': 10.6, 'assignment_submitted_contribution': 12.4}",['Outstanding attendance (>=90%) — excellent commitment.'],"['Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (6/10) — room to improve.']","['Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
37.1,38.9,2.4,Weak,Unknown,Unknown,Weak,99.2,99.2,35.2,"{'Weak': 99.2, 'Average': 0.8, 'Strong': 0.0}","{'attendance_contribution': 14.84, 'test_score_contribution': 15.56, 'assignment_submitted_contribution': 4.8}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (2/10) — critical gap.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Weak
62.0,68.8,7.7,Strong,Unknown,Unknown,Strong,91.9,0.1,67.72,"{'Weak': 0.1, 'Average': 8.0, 'Strong': 91.9}","{'attendance_contribution': 24.8, 'test_score_contribution': 27.52, 'assignment_submitted_contribution': 15.4}","['Above-average test performance (65-79).', 'Good assignment submission rate (7/10).']",['Below-target attendance (60-74%).'],['Aim for >=75% attendance to stay on track.'],Strong
73.0,70.6,1.7,Average,Unknown,Unknown,Average,99.9,0.0,60.84,"{'Weak': 0.0, 'Average': 99.9, 'Strong': 0.0}","{'attendance_contribution': 29.2, 'test_score_contribution': 28.24, 'assignment_submitted_contribution': 3.4}",['Above-average test performance (65-79).'],"['Below-target attendance (60-74%).', 'Very few assignments submitted (1/10) — critical gap.']","['Aim for >=75% attendance to stay on track.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
68.4,49.1,7.6,Average,Unknown,Unknown,Average,99.9,0.0,62.2,"{'Weak': 0.0, 'Average': 99.9, 'Strong': 0.1}","{'attendance_contribution': 27.36, 'test_score_contribution': 19.64, 'assignment_submitted_contribution': 15.2}",['Good assignment submission rate (7/10).'],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.']",Average
94.7,30.6,8.6,Average,Unknown,Unknown,Average,99.9,0.0,67.32,"{'Weak': 0.0, 'Average': 99.9, 'Strong': 0.0}","{'attendance_contribution': 37.88, 'test_score_contribution': 12.24, 'assignment_submitted_contribution': 17.2}","['Outstanding attendance (>=90%) — excellent commitment.', 'Good assignment submission rate (8/10).']",['Low test score (<50) — significant knowledge gaps.'],['Revisit core concepts; consider seeking tutoring support.'],Average
23.4,75.0,5.2,Average,Unknown,Unknown,Average,99.7,0.2,49.76,"{'Weak': 0.2, 'Average': 99.7, 'Strong': 0.1}","{'attendance_contribution': 9.36, 'test_score_contribution': 30.0, 'assignment_submitted_contribution': 10.4}",['Above-average test performance (65-79).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Submit all remaining assignments; aim for >=8/10.']",Average
55.8,25.2,5.6,Average,Unknown,Unknown,Average,94.4,5.5,43.6,"{'Weak': 5.5, 'Average': 94.4, 'Strong': 0.1}","{'attendance_contribution': 22.32, 'test_score_contribution': 10.08, 'assignment_submitted_contribution': 11.2}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
46.4,94.3,3.8,Average,Unknown,Unknown,Average,96.3,0.1,63.88,"{'Weak': 0.1, 'Average': 96.3, 'Strong': 3.6}","{'attendance_contribution': 18.56, 'test_score_contribution': 37.72, 'assignment_submitted_contribution': 7.6}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low assignment submissions (3/10) — impacting overall score.']","['Attend every possible session immediately.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
52.7,26.9,9.7,Weak,Unknown,Unknown,Weak,95.4,95.4,51.24,"{'Weak': 95.4, 'Average': 4.6, 'Strong': 0.0}","{'attendance_contribution': 21.08, 'test_score_contribution': 10.76, 'assignment_submitted_contribution': 19.4}",['Excellent assignment submission (9/10) — highly disciplined.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Weak
20.7,19.7,7.6,Weak,Unknown,Unknown,Weak,96.1,96.1,31.36,"{'Weak': 96.1, 'Average': 3.9, 'Strong': 0.0}","{'attendance_contribution': 8.28, 'test_score_contribution': 7.88, 'assignment_submitted_contribution': 15.2}",['Good assignment submission rate (7/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Weak
